sample_id,model_key,model_name,model_display_name,model_version,benchmark,run_label,candidate_index,entry_point,code,compiled_ok,tests_passed,functional_correctness,error_type,base_status,plus_status,base_passed,base_total,plus_passed,plus_total
Mbpp/65,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,recursive_list_sum,"def recursive_list_sum(data_list):
    def _sum(x):
        if isinstance(x, list):
            total = 0
            for item in x:
                total += _sum(item)
            return total
        return x
    return _sum(data_list)",True,True,True,,pass,pass,3,3,112,112
Mbpp/66,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,pos_count,"def pos_count(l):
    assert isinstance(l, list), ""invalid inputs""
    assert all(isinstance(item, (int, float)) for item in l), ""invalid inputs""
    return sum(1 for x in l if x > 0)",True,True,True,,pass,pass,3,3,107,107
Mbpp/67,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,bell_number,"def bell_number(n: int) -> int:
    assert isinstance(n, int), ""invalid inputs""
    assert n >= 0, ""invalid inputs""
    assert n <= 100, ""invalid inputs""

    bell = [0] * (n + 1)
    bell[0] = 1
    for i in range(1, n + 1):
        total = 0
        c = 1  # C(i-1, 0)
        for k in range(i):
            total += c * bell[k]
            if k < i - 1:
                c = c * (i - 1 - k) // (k + 1)
        bell[i] = total
    return bell[n]",True,True,True,,pass,pass,3,3,102,102
Mbpp/68,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,is_Monotonic,"def is_Monotonic(A):
    assert isinstance(A, list), ""invalid inputs""  # $_CONTRACT_$
    assert all(isinstance(item, (int, float)) for item in A), ""invalid inputs""  # $_CONTRACT_$
    n = len(A)
    if n <= 2:
        return True

    nondecreasing = True
    nonincreasing = True

    for i in range(1, n):
        if A[i] < A[i - 1]:
            nondecreasing = False
        if A[i] > A[i - 1]:
            nonincreasing = False
        if not nondecreasing and not nonincreasing:
            return False

    return True",True,True,True,,pass,pass,3,3,102,102
Mbpp/69,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,is_sublist,"def is_sublist(l, s):
    assert isinstance(l, list), ""invalid inputs""
    assert isinstance(s, list), ""invalid inputs""
    if not s:
        return True
    n, m = len(l), len(s)
    if m > n:
        return False
    for i in range(n - m + 1):
        if l[i:i + m] == s:
            return True
    return False",True,True,True,,pass,pass,3,3,102,102
Mbpp/7,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,find_char_long,"import re

def find_char_long(text):
    assert isinstance(text, str), ""invalid inputs""
    return re.findall(r""[A-Za-z]{4,}"", text)",True,False,False,failed_tests,pass,fail,3,3,99,102
Mbpp/70,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,get_equal,"def get_equal(Input):
    assert isinstance(Input, list), ""invalid inputs""
    assert all(isinstance(item, tuple) for item in Input), ""invalid inputs""
    if not Input:
        return True
    n = len(Input[0])
    return all(len(t) == n for t in Input)",True,True,True,,pass,pass,3,3,118,118
Mbpp/71,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,comb_sort,"def comb_sort(nums):
    assert isinstance(nums, list), ""invalid inputs""
    assert all(isinstance(item, (int, float)) for item in nums), ""invalid inputs""

    arr = list(nums)
    n = len(arr)
    gap = n
    shrink = 1.3
    swapped = True

    while gap > 1 or swapped:
        gap = int(gap / shrink) if gap > 1 else 1
        if gap < 1:
            gap = 1

        swapped = False
        for i in range(0, n - gap):
            j = i + gap
            if arr[i] > arr[j]:
                arr[i], arr[j] = arr[j], arr[i]
                swapped = True

    return arr",True,True,True,,pass,pass,3,3,108,108
Mbpp/72,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,dif_Square,"def dif_Square(n: int) -> bool:
    assert isinstance(n, int), ""invalid inputs""
    assert n > 0, ""invalid inputs""
    return n % 4 != 2",True,True,True,,pass,pass,3,3,104,104
Mbpp/720,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,add_dict_to_tuple,"def add_dict_to_tuple(test_tup, test_dict):
    assert isinstance(test_tup, tuple), ""invalid inputs""
    assert isinstance(test_dict, dict), ""invalid inputs""
    return test_tup + (test_dict,)",True,True,True,,pass,pass,3,3,106,106
Mbpp/721,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,maxAverageOfPath,"from typing import List

def maxAverageOfPath(cost: List[List[float]]) -> float:
    assert isinstance(cost, list), ""invalid inputs""
    assert len(cost) > 0, ""invalid inputs""
    assert all(isinstance(x, list) for x in cost), ""invalid inputs""
    assert all(len(x) == len(cost) == len(cost[0]) for x in cost), ""invalid inputs""
    assert all(isinstance(x, (int, float)) for x in sum(cost, [])), ""invalid inputs""

    n = len(cost)
    L = 2 * n - 1

    dp = [[0.0] * n for _ in range(n)]
    dp[0][0] = float(cost[0][0])
    for i in range(1, n):
        dp[i][0] = dp[i - 1][0] + float(cost[i][0])
    for j in range(1, n):
        dp[0][j] = dp[0][j - 1] + float(cost[0][j])
    for i in range(1, n):
        for j in range(1, n):
            dp[i][j] = max(dp[i - 1][j], dp[i][j - 1]) + float(cost[i][j])

    return dp[n - 1][n - 1] / L",True,True,True,,pass,pass,4,4,101,101
Mbpp/722,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,filter_data,"def filter_data(students, h, w):
    return {name: (height, weight) for name, (height, weight) in students.items() if height > h and weight >= w}",True,True,True,,pass,pass,3,3,109,109
Mbpp/723,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,count_same_pair,"def count_same_pair(nums1, nums2):
    assert isinstance(nums1, list), ""invalid inputs""  # $_CONTRACT_$
    assert isinstance(nums2, list), ""invalid inputs""  # $_CONTRACT_$
    assert len(nums1) == len(nums2), ""invalid inputs""  # $_CONTRACT_$
    assert all(hasattr(a, '__eq__') and isinstance(a, type(b)) for a, b in zip(nums1, nums2)), ""invalid inputs""  # $_CONTRACT_$
    return sum(1 for a, b in zip(nums1, nums2) if a == b)",True,True,True,,pass,pass,4,4,109,109
Mbpp/724,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,power_base_sum,"def power_base_sum(base, power):
    assert isinstance(base, int), ""invalid inputs""
    assert base >= 0, ""invalid inputs""
    assert isinstance(power, int), ""invalid inputs""
    n = pow(base, power)
    return sum(int(ch) for ch in str(n))",True,True,True,,pass,pass,4,4,105,105
Mbpp/725,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,extract_quotation,"import re

def extract_quotation(text1):
    assert isinstance(text1, str), ""invalid inputs""
    return re.findall(r'""([^""]*)""', text1)",True,True,True,,pass,pass,4,4,112,112
Mbpp/726,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,multiply_elements,"def multiply_elements(test_tup):
    assert isinstance(test_tup, tuple), ""invalid inputs""
    assert all(isinstance(x, (int, float)) for x in test_tup), ""invalid inputs""
    return tuple(test_tup[i] * test_tup[i + 1] for i in range(len(test_tup) - 1))",True,True,True,,pass,pass,4,4,106,106
Mbpp/728,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,sum_list,"def sum_list(lst1, lst2):
    assert isinstance(lst1, list), ""invalid inputs""
    assert isinstance(lst2, list), ""invalid inputs""
    assert len(lst1) == len(lst2), ""invalid inputs""
    return [a + b for a, b in zip(lst1, lst2)]",True,True,True,,pass,pass,3,3,109,109
Mbpp/730,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,consecutive_duplicates,"def consecutive_duplicates(nums):
    assert isinstance(nums, list), ""invalid inputs""
    if not nums:
        return []
    result = [nums[0]]
    for x in nums[1:]:
        if x != result[-1]:
            result.append(x)
    return result",True,True,True,,pass,pass,4,4,108,108
Mbpp/731,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,lateralsurface_cone,"import math

def lateralsurface_cone(r, h):
    assert isinstance(r, (int, float)), ""invalid inputs""
    assert isinstance(h, (int, float)), ""invalid inputs""
    assert r > 0, ""invalid inputs""
    assert h > 0, ""invalid inputs""
    l = math.sqrt(r * r + h * h)
    return math.pi * r * l",True,True,True,,pass,pass,3,3,103,103
Mbpp/732,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,replace_specialchar,"import re

def replace_specialchar(text):
    assert isinstance(text, str), ""invalid inputs""
    return re.sub(r""[ ,\.]"", "":"", text)",True,True,True,,pass,pass,3,3,112,112
Mbpp/733,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,find_first_occurrence,"def find_first_occurrence(A, x):
    assert isinstance(A, list), ""invalid inputs""  # $_CONTRACT_$
    assert all(isinstance(a, (int, float)) for a in A), ""invalid inputs""  # $_CONTRACT_$
    assert all(a <= b for a, b in zip(A, A[1:])), ""invalid inputs""  # $_CONTRACT_$
    assert x in A, ""invalid inputs""  # $_CONTRACT_$
    assert isinstance(x, int), ""invalid inputs""  # $_CONTRACT_$

    lo, hi = 0, len(A) - 1
    ans = -1
    while lo <= hi:
        mid = (lo + hi) // 2
        if A[mid] < x:
            lo = mid + 1
        elif A[mid] > x:
            hi = mid - 1
        else:
            ans = mid
            hi = mid - 1
    return ans",True,True,True,,pass,pass,3,3,102,102
Mbpp/734,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,sum_Of_Subarray_Prod,"def sum_Of_Subarray_Prod(arr):
    assert isinstance(arr, list), ""invalid inputs""
    assert len(arr) > 0, ""invalid inputs""
    assert all(isinstance(x, (int, float)) for x in arr), ""invalid inputs""

    total = 0
    running = 0
    for x in arr:
        running = x * (1 + running)
        total += running
    return total",True,False,False,failed_tests,pass,fail,3,3,0,104
Mbpp/735,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,toggle_middle_bits,"def toggle_middle_bits(n: int) -> int:
    assert isinstance(n, int), ""invalid inputs""
    assert n >= 0, ""invalid inputs""
    if n < 2:
        return n
    bitlen = n.bit_length()
    if bitlen <= 2:
        return n
    middle_mask = ((1 << (bitlen - 2)) - 1) << 1
    return n ^ middle_mask",True,False,False,failed_tests,pass,fail,5,5,105,107
Mbpp/736,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,left_insertion,"from typing import List, Union

Number = Union[int, float]

def left_insertion(a: List[Number], x: Number) -> int:
    assert isinstance(a, list), ""invalid inputs""
    assert all(isinstance(v, (int, float)) for v in a), ""invalid inputs""
    assert all(u <= v for u, v in zip(a, a[1:])), ""invalid inputs""

    lo, hi = 0, len(a)
    while lo < hi:
        mid = (lo + hi) // 2
        if a[mid] < x:
            lo = mid + 1
        else:
            hi = mid
    return lo",True,True,True,,pass,pass,3,3,104,104
Mbpp/737,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,check_str,"import re

def check_str(string):
    assert isinstance(string, str), ""invalid inputs""
    return bool(re.match(r'^[aeiouAEIOU]', string))",True,True,True,,pass,pass,3,3,107,107
Mbpp/739,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,find_Index,"def find_Index(n: int) -> int:
    assert isinstance(n, int), ""invalid inputs""
    assert n >= 1, ""invalid inputs""

    if n == 1:
        return 1

    target = 10 ** (n - 1)

    import math
    disc = 1 + 8 * target
    k = (math.isqrt(disc) - 1) // 2
    if k * (k + 1) // 2 < target:
        k += 1
    return k",True,False,False,failed_tests,pass,fail,3,3,33,103
Mbpp/74,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,is_samepatterns,"def is_samepatterns(colors, patterns):
    assert isinstance(colors, list), ""invalid inputs""
    assert isinstance(patterns, list), ""invalid inputs""

    if len(colors) != len(patterns):
        return False

    c2p = {}
    p2c = {}

    for c, p in zip(colors, patterns):
        if c in c2p:
            if c2p[c] != p:
                return False
        else:
            c2p[c] = p

        if p in p2c:
            if p2c[p] != c:
                return False
        else:
            p2c[p] = c

    return True",True,False,False,failed_tests,pass,fail,3,3,115,117
Mbpp/740,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,tuple_to_dict,"def tuple_to_dict(test_tup):
    assert isinstance(test_tup, tuple), ""invalid inputs""
    assert len(test_tup) % 2 == 0, ""invalid inputs""
    return dict(zip(test_tup[0::2], test_tup[1::2]))",True,True,True,,pass,pass,3,3,66,66
Mbpp/741,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,all_Characters_Same,"def all_Characters_Same(s: str) -> bool:
    assert isinstance(s, str), ""invalid inputs""
    if len(s) <= 1:
        return True
    first = s[0]
    for ch in s[1:]:
        if ch != first:
            return False
    return True",True,True,True,,pass,pass,3,3,101,101
Mbpp/742,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,area_tetrahedron,"import math

def area_tetrahedron(side):
    assert isinstance(side, (int, float)), ""invalid inputs""
    assert side > 0, ""invalid inputs""
    return math.sqrt(3) * (side ** 2)",True,True,True,,pass,pass,3,3,104,104
Mbpp/743,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,rotate_right,"def rotate_right(l, m):
    assert isinstance(l, list), ""invalid inputs""
    assert isinstance(m, int), ""invalid inputs""
    assert 0 <= m <= len(l), ""invalid inputs""
    n = len(l)
    if n == 0 or m == 0:
        return l[:]
    m %= n
    return l[-m:] + l[:-m]",True,True,True,,pass,pass,3,3,115,115
Mbpp/744,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,check_none,"def check_none(test_tup):
    assert isinstance(test_tup, tuple), ""invalid inputs""
    return any(x is None for x in test_tup)",True,True,True,,pass,pass,3,3,128,128
Mbpp/745,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,divisible_by_digits,"def divisible_by_digits(startnum, endnum):
    assert isinstance(startnum, int), ""invalid inputs""
    assert isinstance(endnum, int), ""invalid inputs""
    assert startnum <= endnum, ""invalid inputs""

    result = []
    for n in range(startnum, endnum + 1):
        s = str(abs(n))
        ok = True
        for ch in s:
            d = ord(ch) - 48
            if d == 0 or n % d != 0:
                ok = False
                break
        if ok:
            result.append(n)
    return result",True,True,True,,pass,pass,3,3,104,104
Mbpp/748,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,capital_words_spaces,"import re

def capital_words_spaces(str1):
    assert isinstance(str1, str), ""invalid inputs""
    if not str1:
        return str1
    return re.sub(r'(?<=[a-z0-9])(?=[A-Z])', ' ', str1)",True,False,False,failed_tests,pass,fail,3,3,62,110
Mbpp/749,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,sort_numeric_strings,"def sort_numeric_strings(nums_str):
    def check_numeric(num: str):
        return num.lstrip('-').rstrip(' ').isdigit()

    if not isinstance(nums_str, list):
        raise AssertionError(""invalid inputs"")
    if not all(isinstance(x, str) for x in nums_str):
        raise AssertionError(""invalid inputs"")
    if not all(check_numeric(num) for num in nums_str):
        raise AssertionError(""invalid inputs"")

    return sorted((int(s.rstrip(' ')) for s in nums_str))",True,True,True,,pass,pass,3,3,104,104
Mbpp/75,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,find_tuples,"def find_tuples(test_list, K):
    assert isinstance(test_list, list), ""invalid inputs""
    assert all(isinstance(item, tuple) for item in test_list), ""invalid inputs""
    assert all(isinstance(item, int) for t in test_list for item in t), ""invalid inputs""
    assert isinstance(K, int), ""invalid inputs""
    assert K > 0, ""invalid inputs""
    return [t for t in test_list if all(x % K == 0 for x in t)]",True,True,True,,pass,pass,3,3,106,106
Mbpp/750,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,add_tuple,"def add_tuple(test_list, test_tup):
    assert isinstance(test_list, list), ""invalid inputs""
    assert isinstance(test_tup, tuple), ""invalid inputs""
    return test_list + list(test_tup)",True,True,True,,pass,pass,3,3,102,102
Mbpp/751,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,check_min_heap,"def check_min_heap(arr):
    assert isinstance(arr, list), ""invalid inputs""
    assert all(isinstance(x, int) for x in arr), ""invalid inputs""
    n = len(arr)
    for i in range(n // 2):
        left = 2 * i + 1
        right = left + 1
        if left < n and arr[i] > arr[left]:
            return False
        if right < n and arr[i] > arr[right]:
            return False
    return True",True,True,True,,pass,pass,3,3,105,105
Mbpp/752,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,jacobsthal_num,"def jacobsthal_num(n: int) -> int:
    assert isinstance(n, int), ""invalid inputs""
    assert n >= 0, ""invalid inputs""

    if n == 0:
        return 0
    if n == 1:
        return 1

    a, b = 0, 1
    for _ in range(2, n + 1):
        a, b = b, b + 2 * a
    return b",True,True,True,,pass,pass,4,4,102,102
Mbpp/753,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,min_k,"def min_k(test_list, K):
    assert isinstance(test_list, list), ""invalid inputs""
    assert all(isinstance(x, tuple) for x in test_list), ""invalid inputs""
    assert all(isinstance(x[1], (int, float)) for x in test_list), ""invalid inputs""
    assert K <= len(test_list), ""invalid inputs""
    return sorted(test_list, key=lambda x: x[1])[:K]",True,True,True,,pass,pass,3,3,103,103
Mbpp/754,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,extract_index_list,"def extract_index_list(l1, l2, l3):
    assert isinstance(l1, list), ""invalid inputs""
    assert isinstance(l2, list), ""invalid inputs""
    assert isinstance(l3, list), ""invalid inputs""
    n = min(len(l1), len(l2), len(l3))
    return [l1[i] for i in range(n) if l1[i] == l2[i] == l3[i]]",True,True,True,,pass,pass,4,4,115,115
Mbpp/755,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,second_smallest,"def second_smallest(numbers):
    assert isinstance(numbers, list), ""invalid inputs""
    assert all(isinstance(i, (int, float)) for i in numbers), ""invalid inputs""
    if len(numbers) < 2:
        raise ValueError(""need at least two numbers"")

    first = second = None
    for x in numbers:
        if first is None or x < first:
            second = first
            first = x
        elif x != first and (second is None or x < second):
            second = x

    if second is None:
        raise ValueError(""no second smallest value"")
    return second",True,False,False,failed_tests,fail,fail,2,4,100,103
Mbpp/757,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,count_reverse_pairs,"from typing import List

def count_reverse_pairs(test_list: List[str]) -> int:
    assert isinstance(test_list, list), ""invalid inputs""
    assert all(isinstance(x, str) for x in test_list), ""invalid inputs""

    seen = set()
    counted = set()
    pairs = 0

    for s in test_list:
        r = s[::-1]
        if r in seen:
            key = (s, r) if s <= r else (r, s)
            if key not in counted:
                counted.add(key)
                pairs += 1
        seen.add(s)

    return pairs",True,False,False,failed_tests,pass,fail,3,3,87,110
Mbpp/758,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,unique_sublists,"def unique_sublists(list1):
    def is_hashable(obj):
        try:
            hash(obj)
            return True
        except TypeError:
            return False

    assert isinstance(list1, list), ""invalid inputs""
    assert all(isinstance(x, list) for x in list1), ""invalid inputs""
    assert all(is_hashable(tuple(x)) for x in list1), ""invalid inputs""

    result = {}
    for sub in list1:
        t = tuple(sub)
        result[t] = result.get(t, 0) + 1
    return result",True,True,True,,pass,pass,4,4,112,112
Mbpp/759,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,is_decimal,"import re

_decimal_re = re.compile(r'^[+-]?\d+\.\d{2}$')

def is_decimal(num: str) -> bool:
    assert isinstance(num, str), ""invalid inputs""
    return _decimal_re.match(num) is not None",True,False,False,failed_tests,pass,fail,5,5,100,110
Mbpp/760,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,unique_Element,"def unique_Element(arr):
    assert isinstance(arr, list), ""invalid inputs""
    assert len(arr) > 0, ""invalid inputs""
    first = arr[0]
    for x in arr[1:]:
        if x != first:
            return False
    return True",True,True,True,,pass,pass,3,3,105,105
Mbpp/762,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,check_monthnumber_number,"def check_monthnumber_number(monthnum3: int) -> bool:
    assert isinstance(monthnum3, int), ""invalid inputs""
    assert 1 <= monthnum3 <= 12, ""invalid inputs""
    return monthnum3 in (4, 6, 9, 11)",True,True,True,,pass,pass,3,3,13,13
Mbpp/763,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,find_min_diff,"def find_min_diff(arr, n):
    assert isinstance(arr, tuple), ""invalid inputs""
    assert all(isinstance(x, (int, float)) for x in arr), ""invalid inputs""
    assert isinstance(n, int), ""invalid inputs""
    assert n == len(arr), ""invalid inputs""

    if n < 2:
        return float(""inf"")

    sorted_arr = sorted(arr)
    min_diff = float(""inf"")
    for i in range(1, n):
        diff = sorted_arr[i] - sorted_arr[i - 1]
        if diff < min_diff:
            min_diff = diff
            if min_diff == 0:
                return 0
    return min_diff",True,True,True,,pass,pass,3,3,101,101
Mbpp/764,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,number_ctr,"def number_ctr(s):
    assert isinstance(s, str), ""invalid inputs""
    return sum(ch.isdigit() for ch in s)",True,True,True,,pass,pass,4,4,105,105
Mbpp/765,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,is_polite,"def is_polite(n: int) -> int:
    assert isinstance(n, int), ""invalid inputs""
    assert n >= 1, ""invalid inputs""

    # nth polite number = (n + number of 1s in binary representation of n) - 1
    # because impolite numbers are exactly powers of two.
    return n + n.bit_count() - 1",True,False,False,failed_tests,fail,fail,0,3,0,108
Mbpp/766,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,pair_wise,"def pair_wise(l1):
    assert isinstance(l1, list), ""invalid inputs""
    return [(l1[i], l1[i + 1]) for i in range(len(l1) - 1)]",True,True,True,,pass,pass,4,4,111,111
Mbpp/767,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,get_pairs_count,"def get_pairs_count(arr, sum_):
    assert isinstance(arr, list), ""invalid inputs""
    assert all(isinstance(x, (int, float)) for x in arr), ""invalid inputs""
    assert isinstance(sum_, (int, float)), ""invalid inputs""

    counts = {}
    pairs = 0
    for x in arr:
        pairs += counts.get(sum_ - x, 0)
        counts[x] = counts.get(x, 0) + 1
    return pairs",True,True,True,,pass,pass,4,4,103,103
Mbpp/769,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,Diff,"def Diff(li1, li2):
    assert isinstance(li1, list), ""invalid inputs""
    assert isinstance(li2, list), ""invalid inputs""
    remove_set = set(li2)
    result = []
    for x in li1:
        if x not in remove_set:
            result.append(x)
    return result",True,False,False,failed_tests,fail,fail,1,3,76,109
Mbpp/77,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,is_Diff,"def is_Diff(n: int) -> bool:
    assert isinstance(n, int), ""invalid inputs""
    n = abs(n)
    even_sum = 0
    odd_sum = 0
    pos = 0
    while True:
        digit = n % 10
        if pos % 2 == 0:
            odd_sum += digit
        else:
            even_sum += digit
        n //= 10
        pos += 1
        if n == 0:
            break
    return (odd_sum - even_sum) % 11 == 0",True,True,True,,pass,pass,3,3,116,116
Mbpp/770,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,odd_num_sum,"def odd_num_sum(n: int) -> int:
    assert isinstance(n, int), ""invalid inputs""
    assert n >= 1, ""invalid inputs""
    return (n * (2 * n - 1) * (2 * n + 1) * (12 * n * n - 7)) // 15",True,True,True,,pass,pass,3,3,101,101
Mbpp/771,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,check_expression,"def check_expression(exp):
    assert isinstance(exp, str), ""invalid inputs""  # $_CONTRACT_$
    stack = []
    pairs = {')': '(', ']': '[', '}': '{'}
    opens = set(pairs.values())
    for ch in exp:
        if ch in opens:
            stack.append(ch)
        elif ch in pairs:
            if not stack or stack[-1] != pairs[ch]:
                return False
            stack.pop()
    return not stack",True,False,False,failed_tests,pass,fail,3,3,102,103
Mbpp/772,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,remove_length,"def remove_length(test_str, K):
    assert isinstance(test_str, str), ""invalid inputs""
    assert isinstance(K, int), ""invalid inputs""
    words = test_str.split()
    return "" "".join(w for w in words if len(w) != K)",True,True,True,,pass,pass,3,3,106,106
Mbpp/773,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,occurance_substring,"def occurance_substring(text, pattern):
    assert isinstance(text, str), ""invalid inputs""
    assert isinstance(pattern, str), ""invalid inputs""
    idx = text.find(pattern)
    if idx == -1:
        return None
    return (pattern, idx, idx + len(pattern))",True,True,True,,pass,pass,4,4,101,101
Mbpp/775,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,odd_position,"def odd_position(nums):
    assert isinstance(nums, list), ""invalid inputs""
    assert all(isinstance(n, int) for n in nums), ""invalid inputs""
    return all(nums[i] % 2 != 0 for i in range(1, len(nums), 2))",True,True,True,,pass,pass,3,3,102,102
Mbpp/777,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,find_sum,"def find_sum(arr):
    assert isinstance(arr, list), ""invalid inputs""
    assert all(isinstance(x, (int, float)) for x in arr), ""invalid inputs""
    counts = {}
    for x in arr:
        counts[x] = counts.get(x, 0) + 1
    return sum(x for x, c in counts.items() if c == 1)",True,False,False,failed_tests,fail,fail,0,3,6,110
Mbpp/778,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,pack_consecutive_duplicates,"def pack_consecutive_duplicates(list1):
    assert isinstance(list1, list), ""invalid inputs""
    if not list1:
        return []
    result = []
    current_group = [list1[0]]
    for x in list1[1:]:
        if x == current_group[-1]:
            current_group.append(x)
        else:
            result.append(current_group)
            current_group = [x]
    result.append(current_group)
    return result",True,True,True,,pass,pass,3,3,107,107
Mbpp/780,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,find_combinations,"from itertools import combinations

def find_combinations(test_list):
    assert isinstance(test_list, list), ""invalid inputs""
    assert len(test_list) > 0, ""invalid inputs""
    assert all(isinstance(t, tuple) for t in test_list), ""invalid inputs""
    assert all(len(t) == len(test_list[0]) for t in test_list), ""invalid inputs""
    assert all(isinstance(x, (int, float)) for t in test_list for x in t), ""invalid inputs""

    k = len(test_list[0])
    result = []
    for a, b in combinations(test_list, 2):
        result.append(tuple(a[i] + b[i] for i in range(k)))
    return result",True,True,True,,pass,pass,4,4,119,119
Mbpp/781,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,mbpp_plus,fc,1,count_divisors,"def count_divisors(n):
    assert isinstance(n, int), ""invalid inputs""
    assert n > 0, ""invalid inputs""
    i = 1
    divs = 0
    while i * i <= n:
        if n % i == 0:
            divs += 1
            if i * i != n:
                divs += 1
        i += 1
    return divs % 2 == 0",True,True,True,,pass,pass,3,3,113,113
