sample_id,model_key,model_name,model_display_name,model_version,benchmark,run_label,entry_point,prompt_len,n_generations,source_path,candidate_hits,first_hit,any_hit,n_candidates,first_code,first_compiled_ok,first_tests_passed,first_error_type
HumanEval/103,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,rounded_avg,440,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def rounded_avg(n, m):
    if n > m:
        return -1
    total = sum(range(n, m + 1))
    count = m - n + 1
    avg = round(total / count)
    return bin(avg)",True,True,
HumanEval/104,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,unique_digits,338,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def unique_digits(x):
    def has_no_even_digit(n):
        while n > 0:
            digit = n % 10
            if digit % 2 == 0:
                return False
            n //= 10
        return True

    result = [num for num in x if has_no_even_digit(num)]
    result.sort()
    return result",True,True,
HumanEval/105,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,by_length,809,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def by_length(arr):
    # Filter the array to include only numbers between 1 and 9 inclusive
    filtered_arr = [x for x in arr if 1 <= x <= 9]
    
    # Sort the filtered array
    sorted_arr = sorted(filtered_arr)
    
    # Reverse the sorted array
    reversed_arr = sorted_arr[::-1]
    
    # Map numbers to their corresponding names
    number_names = {
        1: ""One"",
        2: ""Two"",
        3: ""Three"",
        4: ""Four"",
        5: ""Five"",
        6: ""Six"",
        7: ""Seven"",
        8: ""Eight"",
        9: ""Nine""
    }
    
    # Replace each digit by its corresponding name
    result = [number_names[x] for x in reversed_arr]
    
    return result",True,True,
HumanEval/106,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,f,400,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def f(n):
    def factorial(x):
        if x == 0 or x == 1:
            return 1
        else:
            result = 1
            for i in range(2, x + 1):
                result *= i
            return result

    def sum_to(x):
        return x * (x + 1) // 2

    result = []
    for i in range(1, n + 1):
        if i % 2 == 0:
            result.append(factorial(i))
        else:
            result.append(sum_to(i))
    
    return result",True,True,
HumanEval/107,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,even_odd_palindrome,676,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def even_odd_palindrome(n):
    def is_palindrome(x):
        return str(x) == str(x)[::-1]

    even_count = 0
    odd_count = 0

    for i in range(1, n + 1):
        if is_palindrome(i):
            if i % 2 == 0:
                even_count += 1
            else:
                odd_count += 1

    return (even_count, odd_count)",True,True,
HumanEval/108,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,count_nums,396,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def count_nums(arr):
    def sum_of_digits(num):
        if num < 0:
            return -int(str(num)[1]) + sum(int(digit) for digit in str(num)[2:])
        else:
            return sum(int(digit) for digit in str(num))
    
    return sum(1 for x in arr if sum_of_digits(x) > 0)",True,True,
HumanEval/109,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,move_one_ball,1265,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def move_one_ball(arr):
    if not arr:
        return True
    
    n = len(arr)
    sorted_arr = sorted(arr)
    
    for i in range(n):
        if arr[i:] + arr[:i] == sorted_arr:
            return True
    
    return False",True,True,
HumanEval/11,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,string_xor,259,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"from typing import List


def string_xor(a: str, b: str) -> str:
    """""" Input are two strings a and b consisting only of 1s and 0s.
    Perform binary XOR on these inputs and return result also as a string.
    >>> string_xor('010', '110')
    '100'
    """"""
    assert isinstance(a, str) and isinstance(b, str), ""invalid inputs"" # $_CONTRACT_$
    assert len(a) == len(b), ""invalid inputs"" # $_CONTRACT_$
    assert set(a).issubset({""0"", ""1""}) and set(b).issubset({""0"", ""1""}), ""invalid inputs"" # $_CONTRACT_$
    
    return ''.join('1' if x != y else '0' for x, y in zip(a, b))",True,True,
HumanEval/110,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,exchange,673,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[false],False,False,1,"def exchange(lst1, lst2):
    # Check if there is at least one even number in lst2
    has_even_in_lst2 = any(x % 2 == 0 for x in lst2)
    
    # If lst1 already contains only even numbers, return ""YES""
    if all(x % 2 == 0 for x in lst1):
        return ""YES""
    
    # If there is at least one odd number in lst1 and no even number in lst2, return ""NO""
    if any(x % 2 != 0 for x in lst1) and not has_even_in_lst2:
        return ""NO""
    
    # Otherwise, it is possible to exchange elements to make lst1 all even
    return ""YES""",True,False,failed_tests
HumanEval/111,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,histogram,499,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def histogram(test):
    """"""Given a string representing a space separated lowercase letters, return a dictionary
    of the letter with the most repetition and containing the corresponding count.
    If several letters have the same occurrence, return all of them.
    
    Example:
    histogram('a b c') == {'a': 1, 'b': 1, 'c': 1}
    histogram('a b b a') == {'a': 2, 'b': 2}
    histogram('a b c a b') == {'a': 2, 'b': 2}
    histogram('b b b b a') == {'b': 4}
    histogram('') == {}

    """"""
    # Split the input string into words
    words = test.split("" "")
    
    # Initialize a dictionary to count occurrences of each letter
    counts = {}
    
    # Count each letter's occurrences
    for word in words:
        if word != """":
            if word in counts:
                counts[word] += 1
            else:
                counts[word] = 1
    
    # Find the maximum occurrence count
    max_count = max(counts.values()) if counts else 0
    
    # Create a dictionary of letters with the maximum occurrence count
    result = {letter: count for letter, count in counts.items() if count == max_count}
    
    return result",True,True,
HumanEval/112,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,reverse_delete,598,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def reverse_delete(s, c):
    # Remove all characters in s that are present in c
    result = ''.join(char for char in s if char not in c)
    
    # Check if the result string is a palindrome
    is_palindrome = result == result[::-1]
    
    return (result, is_palindrome)",True,True,
HumanEval/113,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,odd_count,590,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def odd_count(lst):
    result = []
    for i, s in enumerate(lst):
        odd_count = sum(1 for char in s if int(char) % 2 != 0)
        template = ""the number of odd elements {0}n the str{0}ng {0} of the {0}nput.""
        result.append(template.format(odd_count))
    return result",True,True,
HumanEval/114,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,minSubArraySum,236,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def minSubArraySum(nums):
    min_sum = float('inf')
    current_sum = 0
    
    for num in nums:
        current_sum += num
        if current_sum < min_sum:
            min_sum = current_sum
        if current_sum > 0:
            current_sum = 0
    
    return min_sum",True,True,
HumanEval/115,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,max_fill,1046,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[false],False,False,1,"def max_fill(grid, capacity):
    total_water_units = sum(sum(row) for row in grid)
    return math.ceil(total_water_units / capacity)",True,False,failed_tests
HumanEval/116,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,sort_array,462,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def sort_array(arr):
    return sorted(arr, key=lambda x: (bin(x).count('1'), x))",True,True,
HumanEval/117,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,select_words,702,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def select_words(s, n):
    vowels = set('aeiouAEIOU')
    words = s.split()
    result = []

    for word in words:
        consonant_count = sum(1 for char in word if char.isalpha() and char not in vowels)
        if consonant_count == n:
            result.append(word)

    return result",True,True,
HumanEval/118,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,get_closest_vowel,571,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def get_closest_vowel(word):
    vowels = ""aeiouAEIOU""
    length = len(word)
    
    for i in range(length - 2, 0, -1):
        if word[i] in vowels and word[i-1] not in vowels and word[i+1] not in vowels:
            return word[i]
    
    return """"",True,True,
HumanEval/119,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,match_parens,641,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def match_parens(lst):
    def is_balanced(s):
        balance = 0
        for char in s:
            if char == '(':
                balance += 1
            else:
                balance -= 1
            if balance < 0:
                return False
        return balance == 0

    str1, str2 = lst
    return 'Yes' if is_balanced(str1 + str2) or is_balanced(str2 + str1) else 'No'",True,True,
HumanEval/12,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,longest,376,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"from typing import List, Optional


def longest(strings: List[str]) -> Optional[str]:
    """""" Out of list of strings, return the longest one. Return the first one in case of multiple
    strings of the same length. Return None in case the input list is empty.
    >>> longest([])

    >>> longest(['a', 'b', 'c'])
    'a'
    >>> longest(['a', 'bb', 'ccc'])
    'ccc'
    """"""
    if not strings:
        return None
    
    max_length = 0
    longest_string = None
    
    for string in strings:
        if len(string) > max_length:
            max_length = len(string)
            longest_string = string
    
    return longest_string",True,True,
HumanEval/120,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,maximum,613,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[false],False,False,1,"def maximum(arr, k):
    return sorted(arr)[-k:]",True,False,failed_tests
HumanEval/121,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,solution,267,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[false],False,False,1,"def solution(lst):
    return sum(x for i, x in enumerate(lst) if i % 2 == 1 and x % 2 == 1)",True,False,failed_tests
HumanEval/122,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,add_elements,382,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def add_elements(arr, k):
    return sum(x for x in arr[:k] if -99 <= x <= 99)",True,True,
HumanEval/123,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,get_odd_collatz,843,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def get_odd_collatz(n):
    odd_numbers = []
    while n != 1:
        if n % 2 == 1:
            odd_numbers.append(n)
        n = 3 * n + 1 if n % 2 else n // 2
    odd_numbers.append(1)  # Add the final number in the sequence, which is 1
    return sorted(odd_numbers)",True,True,
HumanEval/124,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,valid_date,851,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[false],False,False,1,"def valid_date(date):
    if not date:
        return False
    
    parts = date.split('-')
    if len(parts) != 3:
        return False
    
    try:
        month, day, year = map(int, parts)
    except ValueError:
        return False
    
    if month < 1 or month > 12:
        return False
    
    if day < 1:
        return False
    
    if month in {1, 3, 5, 7, 8, 10, 12} and day > 31:
        return False
    elif month in {4, 6, 9, 11} and day > 30:
        return False
    elif month == 2 and day > 29:
        return False
    
    return True",True,False,failed_tests
HumanEval/125,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,split_words,490,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[false],False,False,1,"def split_words(txt):
    if ' ' in txt:
        return txt.split()
    elif ',' in txt:
        return txt.split(',')
    else:
        count = sum(1 for char in txt if char.islower() and (ord(char) - ord('a')) % 2 == 0)
        return count",True,False,failed_tests
HumanEval/126,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,is_sorted,576,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def is_sorted(lst):
    if len(lst) <= 1:
        return True
    
    previous = lst[0]
    duplicate_count = 1
    
    for i in range(1, len(lst)):
        if lst[i] < previous:
            return False
        elif lst[i] == previous:
            duplicate_count += 1
            if duplicate_count > 2:
                return False
        else:
            duplicate_count = 1
        previous = lst[i]
    
    return True",True,True,
HumanEval/127,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,intersection,926,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[false],False,False,1,"def intersection(interval1, interval2):
    def is_prime(n):
        if n <= 1:
            return False
        if n <= 3:
            return True
        if n % 2 == 0 or n % 3 == 0:
            return False
        i = 5
        while i * i <= n:
            if n % i == 0 or n % (i + 2) == 0:
                return False
            i += 6
        return True

    start1, end1 = interval1
    start2, end2 = interval2

    # Calculate the intersection
    intersect_start = max(start1, start2)
    intersect_end = min(end1, end2)

    # Check if there is an intersection
    if intersect_start <= intersect_end:
        length = intersect_end - intersect_start + 1
        if is_prime(length):
            return ""YES""
    
    return ""NO""",True,False,failed_tests
HumanEval/128,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,prod_signs,387,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def prod_signs(arr):
    if not arr:
        return None
    
    product_of_signs = 1
    sum_of_magnitudes = 0
    
    for num in arr:
        if num == 0:
            return 0
        product_of_signs *= (1 if num > 0 else -1)
        sum_of_magnitudes += abs(num)
    
    return sum_of_magnitudes * product_of_signs",True,True,
HumanEval/129,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,minPath,1360,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[false],False,False,1,"def minPath(grid, k):
    N = len(grid)
    directions = [(0, 1), (1, 0), (0, -1), (-1, 0)]
    
    def is_valid(x, y):
        return 0 <= x < N and 0 <= y < N
    
    def dfs(x, y, path):
        if len(path) == k:
            return path
        
        min_path = None
        for dx, dy in directions:
            nx, ny = x + dx, y + dy
            if is_valid(nx, ny):
                new_path = dfs(nx, ny, path + [grid[nx][ny]])
                if min_path is None or new_path < min_path:
                    min_path = new_path
        
        return min_path
    
    min_result = None
    for i in range(N):
        for j in range(N):
            path = dfs(i, j, [grid[i][j]])
            if min_result is None or path < min_result:
                min_result = path
    
    return min_result",True,False,timeout
HumanEval/13,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,greatest_common_divisor,217,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def greatest_common_divisor(a: int, b: int) -> int:
    """""" Return a greatest common divisor of two integers a and b
    >>> greatest_common_divisor(3, 5)
    1
    >>> greatest_common_divisor(25, 15)
    5
    """"""
    while b != 0:
        a, b = b, a % b
    return a",True,True,
HumanEval/130,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,tri,672,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[false],False,False,1,"def tri(n):
    if n < 0:
        raise ValueError(""n must be a non-negative integer"")
    
    sequence = [0] * (n + 1)
    
    for i in range(n + 1):
        if i == 0:
            sequence[i] = 3
        elif i % 2 == 0:
            sequence[i] = 1 + i // 2
        else:
            if i == 1:
                sequence[i] = 3
            else:
                sequence[i] = sequence[i - 1] + sequence[i - 2] + (sequence[i + 1] if i < n else 0)
    
    return sequence",True,False,failed_tests
HumanEval/131,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,digits,213,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def digits(n):
    product = 1
    has_odd_digit = False
    
    while n > 0:
        digit = n % 10
        if digit % 2 != 0:
            product *= digit
            has_odd_digit = True
        n //= 10
    
    return product if has_odd_digit else 0",True,True,
HumanEval/132,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,is_nested,472,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[false],False,False,1,"def is_nested(string):
    depth = 0
    max_depth = 0
    
    for char in string:
        if char == '[':
            depth += 1
            max_depth = max(max_depth, depth)
        elif char == ']':
            depth -= 1
        
        # If depth goes negative, it means there are unmatched closing brackets
        if depth < 0:
            return False
    
    # Check if there was at least one nested bracket
    return max_depth > 1 and depth == 0",True,False,failed_tests
HumanEval/133,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,sum_squares,467,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"import math

def sum_squares(lst):
    return sum(math.ceil(x) ** 2 for x in lst)",True,True,
HumanEval/134,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,check_if_last_char_is_a_letter,520,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[false],False,False,1,"def check_if_last_char_is_a_letter(txt):
    '''
    Create a function that returns True if the last character
    of a given string is an alphabetical character and is not
    a part of a word, and False otherwise.
    Note: ""word"" is a group of characters separated by space.

    Examples:
    check_if_last_char_is_a_letter(""apple pie"") ➞ False
    check_if_last_char_is_a_letter(""apple pi e"") ➞ True
    check_if_last_char_is_a_letter(""apple pi e "") ➞ False
    check_if_last_char_is_a_letter("""") ➞ False 
    '''
    
    # Strip any trailing whitespace from the string
    txt = txt.rstrip()
    
    # Check if the string is empty after stripping
    if not txt:
        return False
    
    # Split the string into words
    words = txt.split()
    
    # Get the last word
    last_word = words[-1]
    
    # Check if the last character of the last word is an alphabetical character
    if last_word and last_word[-1].isalpha():
        # Check if the last word has only one character
        if len(last_word) == 1:
            return True
    
    return False",True,False,failed_tests
HumanEval/135,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,can_arrange,361,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def can_arrange(arr):
    """"""Create a function which returns the largest index of an element which
    is not greater than or equal to the element immediately preceding it. If
    no such element exists then return -1. The given array will not contain
    duplicate values.

    Examples:
    can_arrange([1,2,4,3,5]) = 3
    can_arrange([1,2,3]) = -1
    """"""
    for i in range(len(arr) - 1, 0, -1):
        if arr[i] < arr[i - 1]:
            return i
    return -1",True,True,
HumanEval/136,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,largest_smallest_integers,465,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def largest_smallest_integers(lst):
    '''
    Create a function that returns a tuple (a, b), where 'a' is
    the largest of negative integers, and 'b' is the smallest
    of positive integers in a list.
    If there is no negative or positive integers, return them as None.

    Examples:
    largest_smallest_integers([2, 4, 1, 3, 5, 7]) == (None, 1)
    largest_smallest_integers([]) == (None, None)
    largest_smallest_integers([0]) == (None, None)
    '''

    # Separate negative and positive integers
    negatives = [x for x in lst if x < 0]
    positives = [x for x in lst if x > 0]

    # Find the largest of negative integers
    largest_negative = max(negatives) if negatives else None

    # Find the smallest of positive integers
    smallest_positive = min(positives) if positives else None

    return (largest_negative, smallest_positive)",True,True,
HumanEval/137,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,compare_one,454,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def compare_one(a, b):
    """"""
    Create a function that takes integers, floats, or strings representing
    real numbers, and returns the larger variable in its given variable type.
    Return None if the values are equal.
    Note: If a real number is represented as a string, the floating point might be . or ,
    """"""

    def parse_value(value):
        if isinstance(value, str):
            return float(value.replace("","", "".""))
        return float(value)

    parsed_a = parse_value(a)
    parsed_b = parse_value(b)

    if parsed_a > parsed_b:
        return a
    elif parsed_b > parsed_a:
        return b
    else:
        return None",True,True,
HumanEval/138,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,is_equal_to_sum_even,264,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def is_equal_to_sum_even(n):
    """"""Evaluate whether the given number n can be written as the sum of exactly 4 positive even numbers
    Example
    is_equal_to_sum_even(4) == False
    is_equal_to_sum_even(6) == False
    is_equal_to_sum_even(8) == True
    """"""
    # A number can be expressed as the sum of 4 positive even numbers if it is at least 8 and even
    return n >= 8 and n % 2 == 0",True,True,
HumanEval/139,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,special_factorial,325,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[false],False,False,1,"def special_factorial(n):
    def factorial(x):
        if x == 1 or x == 0:
            return 1
        else:
            return x * factorial(x - 1)
    
    result = 1
    for i in range(1, n + 1):
        result *= factorial(i)
    
    return result",True,False,failed_tests
HumanEval/14,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,all_prefixes,210,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"from typing import List


def all_prefixes(string: str) -> List[str]:
    """""" Return list of all prefixes from shortest to longest of the input string
    >>> all_prefixes('abc')
    ['a', 'ab', 'abc']
    """"""
    return [string[:i] for i in range(1, len(string) + 1)]",True,True,
HumanEval/140,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,fix_spaces,392,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def fix_spaces(text):
    result = []
    consecutive_spaces = 0
    
    for char in text:
        if char == ' ':
            consecutive_spaces += 1
        else:
            if consecutive_spaces > 2:
                result.append('-')
            elif consecutive_spaces > 0:
                result.extend(['_'] * consecutive_spaces)
            result.append(char)
            consecutive_spaces = 0
    
    # Handle trailing spaces
    if consecutive_spaces > 2:
        result.append('-')
    elif consecutive_spaces > 0:
        result.extend(['_'] * consecutive_spaces)
    
    return ''.join(result)",True,True,
HumanEval/141,m2_qwen2_5_coder_14b,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B Instruct,14B Instruct,humaneval_plus,fc,file_name_check,805,1,/home/count/code/vkr/results/code/raw/Qwen2.5-Coder-14B_humaneval_plus_fc_20260408_013701.jsonl,[true],True,True,1,"def file_name_check(file_name):
    parts = file_name.split('.')
    
    # Check if there is exactly one dot
    if len(parts) != 2:
        return 'No'
    
    name_part, extension_part = parts
    
    # Check if the substring before the dot is not empty and starts with a letter
    if not name_part or not name_part[0].isalpha():
        return 'No'
    
    # Check if there are more than three digits in the name part
    if sum(c.isdigit() for c in name_part) > 3:
        return 'No'
    
    # Check if the extension is one of the allowed types
    if extension_part not in ['txt', 'exe', 'dll']:
        return 'No'
    
    return 'Yes'",True,True,
