sample_id,model_name,benchmark,run_label,entry_point,prompt_len,n_generations,source_path,candidate_hits,first_hit,any_hit,n_candidates,first_code,first_compiled_ok,first_tests_passed,first_error_type
HumanEval/142,CodeGemma-7B,humaneval_plus,fc,sum_squares,609,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[false],False,False,1,"def sum_squares(lst):
    """"""
    This function will take a list of integers. For all entries in the list, the function shall square the integer entry if its index is a 
    multiple of 3 and will cube the integer entry if its index is a multiple of 4 and not a multiple of 3. The function will not 
    change the entries in the list whose indexes are not a multiple of 3 or 4. The function shall then return the sum of all entries. 
    
    Examples:
    For lst = [1,2,3] the output should be 6
    For lst = []  the output should be 0
    For lst = [-1,-5,2,-1,-5]  the output should be -126
    """"""

    assert type(lst) == list, ""invalid inputs"" # $_CONTRACT_$
    assert all(type(x) == int for x in lst), ""invalid inputs"" # $_CONTRACT_$

    sum_of_squares = 0
    for i, num in enumerate(lst):
        if i % 3 == 0:
            sum_of_squares += num ** 2
        elif i % 4 == 0 and i % 3 != 0:
            sum_of_squares += num ** 3

    return sum_of_squares",True,False,failed_tests
HumanEval/143,CodeGemma-7B,humaneval_plus,fc,words_in_sentence,636,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[true],True,True,1,"def words_in_sentence(sentence):
    """"""
    You are given a string representing a sentence,
    the sentence contains some words separated by a space,
    and you have to return a string that contains the words from the original sentence,
    whose lengths are prime numbers,
    the order of the words in the new string should be the same as the original one.

    Example 1:
        Input: sentence = ""This is a test""
        Output: ""is""

    Example 2:
        Input: sentence = ""lets go for swimming""
        Output: ""go for""

    Constraints:
        * 1 <= len(sentence) <= 100
        * sentence contains only letters
    """"""

    def is_prime(num):
        if num <= 1:
            return False
        for i in range(2, int(num**0.5) + 1):
            if num % i == 0:
                return False
        return True

    words = sentence.split()
    prime_words = []

    for word in words:
        if is_prime(len(word)):
            prime_words.append(word)

    return "" "".join(prime_words)",True,True,
HumanEval/144,CodeGemma-7B,humaneval_plus,fc,simplify,586,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[true],True,True,1,"def simplify(x, n):
    """"""Your task is to implement a function that will simplify the expression
    x * n. The function returns True if x * n evaluates to a whole number and False
    otherwise. Both x and n, are string representation of a fraction, and have the following format,
    <numerator>/<denominator> where both numerator and denominator are positive whole numbers.

    You can assume that x, and n are valid fractions, and do not have zero as denominator.

    simplify(""1/5"", ""5/1"") = True
    simplify(""1/6"", ""2/1"") = False
    simplify(""7/10"", ""10/2"") = False
    """"""

    def contract(x): # $_CONTRACT_$
        assert isinstance(x, str), ""invalid inputs"" # $_CONTRACT_$
        xs = x.split(""/"") # $_CONTRACT_$
        assert len(xs) == 2, ""invalid inputs"" # $_CONTRACT_$
        assert xs[0].isdigit() and int(xs[0]) > 0, ""invalid inputs"" # $_CONTRACT_$
        assert xs[1].isdigit() and int(xs[1]) > 0, ""invalid inputs"" # $_CONTRACT_$
    contract(x) # $_CONTRACT_$
    contract(n) # $_CONTRACT_$

    x_num, x_den = map(int, x.split(""/""))
    n_num, n_den = map(int, n.split(""/""))

    simplified_num = x_num * n_num
    simplified_den = x_den * n_den

    return simplified_num % simplified_den == 0",True,True,
HumanEval/145,CodeGemma-7B,humaneval_plus,fc,order_by_points,414,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[false],False,False,1,"def order_by_points(nums):
    """"""
    Write a function which sorts the given list of integers
    in ascending order according to the sum of their digits.
    Note: if there are several items with similar sum of their digits,
    order them based on their index in original list.

    For example:
    >>> order_by_points([1, 11, -1, -11, -12]) == [-1, -11, 1, -12, 11]
    >>> order_by_points([]) == []
    """"""

    def sum_of_digits(num):
        """"""Calculates the sum of digits for a given number.""""""
        sum = 0
        while num:
            sum += num % 10
            num //= 10
        return sum

    # Create a list of tuples, where each tuple contains the number and its sum of digits.
    num_sum_pairs = [(num, sum_of_digits(num)) for num in nums]

    # Sort the list of tuples based on the sum of digits, then by their index in the original list.
    num_sum_pairs.sort(key=lambda x: (x[1], nums.index(x[0])))

    # Extract the numbers from the sorted list of tuples.
    return [num for num, _ in num_sum_pairs]",True,False,timeout
HumanEval/146,CodeGemma-7B,humaneval_plus,fc,specialFilter,360,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[false],False,False,1,"def specialFilter(nums):
    """"""Write a function that takes an array of numbers as input and returns 
    the number of elements in the array that are greater than 10 and both 
    first and last digits of a number are odd (1, 3, 5, 7, 9).
    For example:
    specialFilter([15, -73, 14, -15]) => 1 
    specialFilter([33, -2, -3, 45, 21, 109]) => 2
    """"""
    count = 0
    for num in nums:
        if num > 10 and (num // 10) % 2 == 1 and num % 10 % 2 == 1:
            count += 1
    return count",True,False,failed_tests
HumanEval/147,CodeGemma-7B,humaneval_plus,fc,get_max_triples,476,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[true],True,True,1,"def get_max_triples(n):
    """"""
    You are given a positive integer n. You have to create an integer array a of length n.
        For each i (1 ≤ i ≤ n), the value of a[i] = i * i - i + 1.
        Return the number of triples (a[i], a[j], a[k]) of a where i < j < k, 
    and a[i] + a[j] + a[k] is a multiple of 3.

    Example :
        Input: n = 5
        Output: 1
        Explanation: 
        a = [1, 3, 7, 13, 21]
        The only valid triple is (1, 7, 13).
    """"""

    assert type(n) == int, ""invalid inputs"" # $_CONTRACT_$
    assert n > 0, ""invalid inputs"" # $_CONTRACT_$

    a = [i * i - i + 1 for i in range(1, n + 1)]
    count = 0

    for i in range(n - 2):
        for j in range(i + 1, n - 1):
            for k in range(j + 1, n):
                if (a[i] + a[j] + a[k]) % 3 == 0:
                    count += 1

    return count",True,True,
HumanEval/148,CodeGemma-7B,humaneval_plus,fc,bf,775,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[false],False,False,1,"def bf(planet1, planet2):
    planets = [""Mercury"", ""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune""]
    if planet1 not in planets or planet2 not in planets:
        return ()
    index1 = planets.index(planet1)
    index2 = planets.index(planet2)
    if index1 > index2:
        index1, index2 = index2, index1
    return planets[index1 + 1:index2]",True,False,failed_tests
HumanEval/149,CodeGemma-7B,humaneval_plus,fc,sorted_list_sum,776,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[false],False,False,1,"def sorted_list_sum(lst):
    """"""Write a function that accepts a list of strings as a parameter,
    deletes the strings that have odd lengths from it,
    and returns the resulted list with a sorted order,
    The list is always a list of strings and never an array of numbers,
    and it may contain duplicates.
    The order of the list should be ascending by length of each word, and you
    should return the list sorted by that rule.
    If two words have the same length, sort the list alphabetically.
    The function should return a list of strings in sorted order.
    You may assume that all words will have the same length.
    For example:
    assert list_sort([""aa"", ""a"", ""aaa""]) => [""aa""]
    assert list_sort([""ab"", ""a"", ""aaa"", ""cd""]) => [""ab"", ""cd""]
    """"""
    # Filter out strings with odd lengths
    filtered_lst = [word for word in lst if len(word) % 2 == 0]

    # Sort the filtered list by length and then alphabetically
    sorted_lst = sorted(filtered_lst, key=len)
    sorted_lst = sorted(sorted_lst)

    return sorted_lst",True,False,failed_tests
HumanEval/15,CodeGemma-7B,humaneval_plus,fc,string_sequence,219,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[true],True,True,1,"def string_sequence(n: int) -> str:
    """""" Return a string containing space-delimited numbers starting from 0 upto n inclusive.
    >>> string_sequence(0)
    '0'
    >>> string_sequence(5)
    '0 1 2 3 4 5'
    """"""
    return "" "".join(str(i) for i in range(n + 1))",True,True,
HumanEval/150,CodeGemma-7B,humaneval_plus,fc,x_or_y,243,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[true],True,True,1,"def x_or_y(n, x, y):
    """"""A simple program which should return the value of x if n is 
    a prime number and should return the value of y otherwise.

    Examples:
    for x_or_y(7, 34, 12) == 34
    for x_or_y(15, 8, 5) == 5
    
    """"""

    assert type(n) == int, ""invalid inputs"" # $_CONTRACT_$

    def is_prime(n):
        if n <= 1:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    if is_prime(n):
        return x
    else:
        return y",True,True,
HumanEval/151,CodeGemma-7B,humaneval_plus,fc,double_the_difference,435,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[true],True,True,1,"def double_the_difference(lst):
    """"""
    Given a list of numbers, return the sum of squares of the numbers
    in the list that are odd. Ignore numbers that are negative or not integers.

    double_the_difference([1, 3, 2, 0]) == 1 + 9 + 0 + 0 = 10
    double_the_difference([-1, -2, 0]) == 0
    double_the_difference([9, -2]) == 81
    double_the_difference([0]) == 0

    If the input list is empty, return 0.
    """"""

    assert type(lst) == list, ""invalid inputs""  # $_CONTRACT_$

    sum_of_squares = 0
    for num in lst:
        if isinstance(num, int) and num >= 0:
            if num % 2 != 0:
                sum_of_squares += num ** 2

    return sum_of_squares",True,True,
HumanEval/152,CodeGemma-7B,humaneval_plus,fc,compare,794,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[true],True,True,1,"def compare(game,guess):
    """"""I think we all remember that feeling when the result of some long-awaited
    event is finally known. The feelings and thoughts you have at that moment are
    definitely worth noting down and comparing.
    Your task is to determine if a person correctly guessed the results of a number of matches.
    You are given two arrays of scores and guesses of equal length, where each index shows a match. 
    Return an array of the same length denoting how far off each guess was. If they have guessed correctly,
    the value is 0, and if not, the value is the absolute difference between the guess and the score.
    
    
    example:

    compare([1,2,3,4,5,1],[1,2,3,4,2,-2]) -> [0,0,0,0,3,3]
    compare([0,5,0,0,0,4],[4,1,1,0,0,-2]) -> [4,4,1,0,0,6]
    """"""

    # Input validity contract
    assert type(game) == list and type(guess) == list, ""invalid inputs"" # $_CONTRACT_$
    assert all(type(x) == int for x in game), ""invalid inputs"" # $_CONTRACT_$
    assert all(type(x) == int for x in guess), ""invalid inputs"" # $_CONTRACT_$
    assert len(game) == len(guess), ""invalid inputs"" # $_CONTRACT_$

    # Calculate the difference between the guess and the score
    difference = [abs(g - s) for g, s in zip(guess, game)]

    # Return the difference array
    return difference",True,True,
HumanEval/153,CodeGemma-7B,humaneval_plus,fc,Strongest_Extension,1053,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[true],True,True,1,"def Strongest_Extension(class_name, extensions):
    """"""You will be given the name of a class (a string) and a list of extensions.
    The extensions are to be used to load additional classes to the class. The
    strength of the extension is as follows: Let CAP be the number of the uppercase
    letters in the extension's name, and let SM be the number of lowercase letters 
    in the extension's name, the strength is given by the fraction CAP - SM. 
    You should find the strongest extension and return a string in this 
    format: ClassName.StrongestExtensionName.
    If there are two or more extensions with the same strength, you should
    choose the one that comes first in the list.
    For example, if you are given ""Slices"" as the class and a list of the
    extensions: ['SErviNGSliCes', 'Cheese', 'StuFfed'] then you should
    return 'Slices.SErviNGSliCes' since 'SErviNGSliCes' is the strongest extension 
    (its strength is -1).
    Example:
    for Strongest_Extension('my_class', ['AA', 'Be', 'CC']) == 'my_class.AA'
    """"""

    def strength(name):
        """"""Calculates the strength of an extension.""""""
        cap = sum(1 for c in name if c.isupper())
        sm = sum(1 for c in name if c.islower())
        return cap - sm

    strongest = max(extensions, key=strength)
    return f""{class_name}.{strongest}""",True,True,
HumanEval/154,CodeGemma-7B,humaneval_plus,fc,cycpattern_check,441,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[false],False,False,1,"def cycpattern_check(a, b):
    """"""You are given 2 words. You need to return True if the second word or any of its rotations is a substring in the first word
    cycpattern_check(""abcd"",""abd"") => False
    cycpattern_check(""hello"",""ell"") => True
    cycpattern_check(""whassup"",""psus"") => False
    cycpattern_check(""abab"",""baa"") => True
    cycpattern_check(""efef"",""eeff"") => False
    cycpattern_check(""himenss"",""simen"") => True

    """"""

    assert isinstance(a, str) and isinstance(b, str), ""invalid inputs"" # $_CONTRACT_$

    def is_rotation(word1, word2):
        return len(word1) == len(word2) and word2 in [word1[i:] + word1[:i] for i in range(len(word1))]

    return b in a or is_rotation(a, b)",True,False,failed_tests
HumanEval/155,CodeGemma-7B,humaneval_plus,fc,even_odd_count,224,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[false],False,False,1,"def even_odd_count(num):
    """"""Given an integer. return a tuple that has the number of even and odd digits respectively.

     Example:
        even_odd_count(-12) ==> (1, 1)
        even_odd_count(123) ==> (1, 2)
    """"""

    assert type(num) == int, ""invalid inputs"" # $_CONTRACT_$

    even_count = 0
    odd_count = 0

    while num != 0:
        digit = num % 10
        if digit % 2 == 0:
            even_count += 1
        else:
            odd_count += 1
        num //= 10

    return even_count, odd_count",True,False,timeout
HumanEval/156,CodeGemma-7B,humaneval_plus,fc,int_to_mini_roman,332,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[true],True,True,1,"def int_to_mini_roman(number):
    """"""
    Given a positive integer, obtain its roman numeral equivalent as a string,
    and return it in lowercase.
    Restrictions: 1 <= num <= 1000

    Examples:
    >>> int_to_mini_roman(19) == 'xix'
    >>> int_to_mini_roman(152) == 'clii'
    >>> int_to_mini_roman(426) == 'cdxxvi'
    """"""

    assert type(number) == int, ""invalid inputs"" # $_CONTRACT_$
    assert 1 <= number <= 1000, ""invalid inputs"" # $_CONTRACT_$

    roman_numerals = {
        1000: ""m"",
        900: ""cm"",
        500: ""d"",
        400: ""cd"",
        100: ""c"",
        90: ""xc"",
        50: ""l"",
        40: ""xl"",
        10: ""x"",
        9: ""ix"",
        5: ""v"",
        4: ""iv"",
        1: ""i"",
    }

    result = """"
    for value, numeral in roman_numerals.items():
        while number >= value:
            result += numeral
            number -= value

    return result.lower()",True,True,
HumanEval/157,CodeGemma-7B,humaneval_plus,fc,right_angle_triangle,383,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[true],True,True,1,"def right_angle_triangle(a, b, c):
    """"""
    Given the lengths of the three sides of a triangle. Return True if the three
    sides form a right-angled triangle, False otherwise.
    A right-angled triangle is a triangle in which one angle is right angle or 
    90 degree.
    Example:
    right_angle_triangle(3, 4, 5) == True
    right_angle_triangle(1, 2, 3) == False
    """"""

    # Input validity contract
    assert type(a) in [int, float] and type(b) in [int, float] and type(c) in [int, float], ""invalid inputs""
    assert a > 0 and b > 0 and c > 0, ""invalid inputs""

    # Pythagorean theorem
    if a**2 + b**2 == c**2 or b**2 + c**2 == a**2 or c**2 + a**2 == b**2:
        return True
    else:
        return False",True,True,
HumanEval/158,CodeGemma-7B,humaneval_plus,fc,find_max,465,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[true],True,True,1,"def find_max(words):
    """"""Write a function that accepts a list of strings.
    The list contains different words. Return the word with maximum number
    of unique characters. If multiple strings have maximum number of unique
    characters, return the one which comes first in lexicographical order.

    find_max([""name"", ""of"", ""string""]) == ""string""
    find_max([""name"", ""enam"", ""game""]) == ""enam""
    find_max([""aaaaaaa"", ""bb"" ,""cc""]) == """"aaaaaaa""
    """"""

    max_unique_chars = 0
    max_word = """"

    for word in words:
        unique_chars = len(set(word))
        if unique_chars > max_unique_chars or (unique_chars == max_unique_chars and word < max_word):
            max_unique_chars = unique_chars
            max_word = word

    return max_word",True,True,
HumanEval/159,CodeGemma-7B,humaneval_plus,fc,eat,987,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[true],True,True,1,"def eat(number, need, remaining):
    """"""
    You're a hungry rabbit, and you already have eaten a certain number of carrots,
    but now you need to eat more carrots to complete the day's meals.
    you should return an array of [ total number of eaten carrots after your meals,
                                    the number of carrots left after your meals ]
    if there are not enough remaining carrots, you will eat all remaining carrots, but will still be hungry.
    
    Example:
    * eat(5, 6, 10) -> [11, 4]
    * eat(4, 8, 9) -> [12, 1]
    * eat(1, 10, 10) -> [11, 0]
    * eat(2, 11, 5) -> [7, 0]
    
    Variables:
    @number : integer
        the number of carrots that you have eaten.
    @need : integer
        the number of carrots that you need to eat.
    @remaining : integer
        the number of remaining carrots thet exist in stock
    
    Constrain:
    * 0 <= number <= 1000
    * 0 <= need <= 1000
    * 0 <= remaining <= 1000

    Have fun :)
    """"""

    assert type(number) == int and type(need) == int and type(remaining) == int, ""invalid inputs"" # $_CONTRACT_$
    assert 0 <= number <= 1000, ""invalid inputs"" # $_CONTRACT_$
    assert 0 <= need <= 1000, ""invalid inputs"" # $_CONTRACT_$
    assert 0 <= remaining <= 1000, ""invalid inputs"" # $_CONTRACT_$

    if remaining >= need:
        number += need
        remaining -= need
        return [number, remaining]
    else:
        number += remaining
        remaining = 0
        return [number, remaining]",True,True,
HumanEval/16,CodeGemma-7B,humaneval_plus,fc,count_distinct_characters,262,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[true],True,True,1,"def count_distinct_characters(string: str) -> int:
    """""" Given a string, find out how many distinct characters (regardless of case) does it consist of
    >>> count_distinct_characters('xyzXYZ')
    3
    >>> count_distinct_characters('Jerry')
    4
    """"""
    seen = set()
    for char in string.lower():
        seen.add(char)
    return len(seen)",True,True,
HumanEval/160,CodeGemma-7B,humaneval_plus,fc,do_algebra,812,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[false],False,False,1,"def do_algebra(operator, operand):
    """"""
    Given two lists operator, and operand. The first list has basic algebra operations, and 
    the second list is a list of integers. Use the two given lists to build the algebric 
    expression and return the evaluation of this expression.

    The basic algebra operations:
    Addition ( + ) 
    Subtraction ( - ) 
    Multiplication ( * ) 
    Floor division ( // ) 
    Exponentiation ( ** ) 

    Example:
    operator['+', '*', '-']
    array = [2, 3, 4, 5]
    result = 2 + 3 * 4 - 5
    => result = 9

    Note:
        The length of operator list is equal to the length of operand list minus one.
        Operand is a list of of non-negative integers.
        Operator list has at least one operator, and operand list has at least two operands.

    """"""

    result = operand[0]
    for i in range(1, len(operand)):
        if operator[i-1] == ""+"":
            result += operand[i]
        elif operator[i-1] == ""-"":
            result -= operand[i]
        elif operator[i-1] == ""*"":
            result *= operand[i]
        elif operator[i-1] == ""//"":
            result //= operand[i]
        elif operator[i-1] == ""**"":
            result **= operand[i]

    return result",True,False,failed_tests
HumanEval/161,CodeGemma-7B,humaneval_plus,fc,solve,367,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[false],False,False,1,"def solve(s):
    """"""You are given a string s.
    if s[i] is a letter, reverse its case from lower to upper or vise versa, 
    otherwise keep it as it is.
    If the string contains no letters, reverse the string.
    The function should return the resulted string.
    Examples
    solve(""1234"") = ""4321""
    solve(""ab"") = ""AB""
    solve(""#a@C"") = ""#A@c""
    """"""
    result = """"
    for char in s:
        if char.isalpha():
            if char.islower():
                result += char.upper()
            else:
                result += char.lower()
        else:
            result += char
    if not result:
        result = s[::-1]
    return result",True,False,failed_tests
HumanEval/162,CodeGemma-7B,humaneval_plus,fc,string_to_md5,231,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[true],True,True,1,"import hashlib

def string_to_md5(text):
    """"""
    Given a string 'text', return its md5 hash equivalent string.
    If 'text' is an empty string, return None.

    >>> string_to_md5('Hello world') == '3e25960a79dbc69b674cd4ec67a72c62'
    """"""

    if not text:
        return None

    return hashlib.md5(text.encode()).hexdigest()",True,True,
HumanEval/163,CodeGemma-7B,humaneval_plus,fc,generate_integers,293,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[false],False,False,1,"def generate_integers(a, b):
    """"""
    Given two positive integers a and b, return the even digits between a
    and b, in ascending order.

    For example:
    generate_integers(2, 8) => [2, 4, 6, 8]
    generate_integers(8, 2) => [2, 4, 6, 8]
    generate_integers(10, 14) => []
    """"""

    assert type(a) == int and type(b) == int, ""invalid inputs"" # $_CONTRACT_$
    assert a > 0 and b > 0, ""invalid inputs"" # $_CONTRACT_$

    even_digits = []
    for i in range(a, b + 1):
        if i % 2 == 0:
            even_digits.append(i)

    even_digits.sort()
    return even_digits",True,False,timeout
HumanEval/17,CodeGemma-7B,humaneval_plus,fc,parse_music,533,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[true],True,True,1,"from typing import List


def parse_music(music_string: str) -> List[int]:
    """""" Input to this function is a string representing musical notes in a special ASCII format.
    Your task is to parse this string and return list of integers corresponding to how many beats does each
    not last.

    Here is a legend:
    'o' - whole note, lasts four beats
    'o|' - half note, lasts two beats
    '.|' - quater note, lasts one beat

    >>> parse_music('o o| .| o| o| .| .| .| .| o o')
    [4, 2, 1, 2, 2, 1, 1, 1, 1, 4, 4]
    """"""

    music_list = music_string.split("" "")
    beat_list = []

    for note in music_list:
        if note == ""o"":
            beat_list.append(4)
        elif note == ""o|"":
            beat_list.append(2)
        elif note == "".|"":
            beat_list.append(1)

    return beat_list",True,True,
HumanEval/18,CodeGemma-7B,humaneval_plus,fc,how_many_times,295,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[true],True,True,1,"def how_many_times(string: str, substring: str) -> int:
    """""" Find how many times a given substring can be found in the original string. Count overlaping cases.
    >>> how_many_times('', 'a')
    0
    >>> how_many_times('aaa', 'a')
    3
    >>> how_many_times('aaaa', 'aa')
    3
    """"""
    if not string or not substring:
        return 0
    
    count = 0
    i = 0
    while i < len(string):
        if string[i] == substring[0]:
            if string[i:i+len(substring)] == substring:
                count += 1
        i += 1
    return count",True,True,
HumanEval/19,CodeGemma-7B,humaneval_plus,fc,sort_numbers,383,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[false],False,False,1,"from typing import List

def sort_numbers(numbers: str) -> str:
    """""" Input is a space-delimited string of numberals from 'zero' to 'nine'.
    Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' and 'nine'.
    Return the string with numbers sorted from smallest to largest
    >>> sort_numbers('three one five')
    'one three five'
    """"""
    number_dict = {""zero"": 0, ""one"": 1, ""two"": 2, ""three"": 3, ""four"": 4, ""five"": 5, ""six"": 6, ""seven"": 7, ""eight"": 8, ""nine"": 9}
    number_list = [number_dict[num] for num in numbers.split()]
    number_list.sort()
    return "" "".join([str(num) for num in number_list])",True,False,failed_tests
HumanEval/2,CodeGemma-7B,humaneval_plus,fc,truncate_number,331,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[true],True,True,1,"def truncate_number(number: float) -> float:
    """""" Given a positive floating point number, it can be decomposed into
    and integer part (largest integer smaller than given number) and decimals
    (leftover part always smaller than 1).

    Return the decimal part of the number.
    >>> truncate_number(3.5)
    0.5
    """"""

    # Extract the decimal part using modulo operator
    decimal_part = number % 1

    # Return the decimal part
    return decimal_part",True,True,
HumanEval/20,CodeGemma-7B,humaneval_plus,fc,find_closest_elements,451,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[false],False,False,1,"from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    """""" From a supplied list of numbers (of length at least two) select and return two that are the closest to each
    other and return them in order (smaller number, larger number).
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
    (2.0, 2.2)
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
    (2.0, 2.0)
    """"""

    # Sort the list in ascending order
    numbers.sort()

    # Initialize the closest elements and their difference
    closest_elements = (numbers[0], numbers[1])
    closest_difference = abs(numbers[1] - numbers[0])

    # Iterate through the sorted list, starting from the third element
    for i in range(2, len(numbers)):
        # Calculate the absolute difference between the current element and the previous closest elements
        difference = abs(numbers[i] - closest_elements[0])

        # If the current difference is smaller than the previous closest difference, update the closest elements and difference
        if difference < closest_difference:
            closest_difference = difference
            closest_elements = (numbers[i], closest_elements[0])

    # Return the closest elements in ascending order
    return closest_elements",True,False,failed_tests
HumanEval/21,CodeGemma-7B,humaneval_plus,fc,rescale_to_unit,350,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[true],True,True,1,"from typing import List


def rescale_to_unit(numbers: List[float]) -> List[float]:
    """""" Given list of numbers (of at least two elements), apply a linear transform to that list,
    such that the smallest number will become 0 and the largest will become 1
    >>> rescale_to_unit([1.0, 2.0, 3.0, 4.0, 5.0])
    [0.0, 0.25, 0.5, 0.75, 1.0]
    """"""

    # Input validity contract
    assert all(type(x) in [int, float] for x in numbers), ""invalid inputs""
    assert len(numbers) >= 2, ""invalid inputs""
    assert max(numbers) > min(numbers), ""invalid inputs""

    # Rescale the numbers
    min_num = min(numbers)
    max_num = max(numbers)
    return [(x - min_num) / (max_num - min_num) for x in numbers]",True,True,
HumanEval/22,CodeGemma-7B,humaneval_plus,fc,filter_integers,269,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[false],False,False,1,"from typing import List, Any


def filter_integers(values: List[Any]) -> List[int]:
    """""" Filter given list of any python values only for integers
    >>> filter_integers(['a', 3.14, 5])
    [5]
    >>> filter_integers([1, 2, 3, 'abc', {}, []])
    [1, 2, 3]
    """"""
    return [value for value in values if isinstance(value, int)]",True,False,failed_tests
HumanEval/23,CodeGemma-7B,humaneval_plus,fc,strlen,133,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[true],True,True,1,"def strlen(string: str) -> int:
    """""" Return length of given string
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
    return len(string)",True,True,
HumanEval/24,CodeGemma-7B,humaneval_plus,fc,largest_divisor,172,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[false],False,False,1,"def largest_divisor(n: int) -> int:
    """""" For a given number n, find the largest number that divides n evenly, smaller than n
    >>> largest_divisor(15)
    5
    """"""
    for i in range(n - 1, 1, -1):
        if n % i == 0:
            return i",True,False,failed_tests
HumanEval/25,CodeGemma-7B,humaneval_plus,fc,factorize,449,1,/home/count/code/vkr/results/code/raw/CodeGemma-7B_humaneval_plus_fc_20260402_024305.jsonl,[false],False,False,1,"from typing import List


def factorize(n: int) -> List[int]:
    """""" Return list of prime factors of given integer in the order from smallest to largest.
    Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
    Input number should be equal to the product of all factors
    >>> factorize(8)
    [2, 2, 2]
    >>> factorize(25)
    [5, 5]
    >>> factorize(70)
    [2, 5, 7]
    """"""

    assert type(n) == int, ""invalid inputs"" # $_CONTRACT_$
    assert n >= 2, ""invalid inputs"" # $_CONTRACT_$

    factors = []
    divisor = 2

    while n > 1:
        if n % divisor == 0:
            factors.append(divisor)
            n //= divisor
        else:
            divisor += 1

    return factors",True,False,failed_tests
