audit_id,blind_model_id,benchmark,sample_id,difficulty,db_id,question,evidence,gold_sql,pred_sql,completeness,efficiency,readability,comment
EA-045,M05,bird,bird_100,moderate,financial,"Among the account opened, how many female customers who were born before 1950 and stayed in Sokolov?",Customers refer to clients; Female refers to gender = 'F'; Names of districts appear in column A2,"SELECT COUNT(T2.client_id) FROM district AS T1 INNER JOIN client AS T2 ON T1.district_id = T2.district_id WHERE T2.gender = 'F' AND STRFTIME('%Y', T2.birth_date) < '1950' AND T1.A2 = 'Sokolov'","SELECT COUNT(*) AS total_clients
FROM client c
JOIN district d ON c.district_id = d.district_id
WHERE c.gender = 'F' AND strftime('%Y', c.birth_date) < '1950' AND d.A2 = 'Sokolov'",5,5,5,
EA-046,M05,bird,bird_29,simple,california_schools,When did the first-through-twelfth-grade school with the largest enrollment open?,K-12 means First-through-twelfth-grade,SELECT T2.OpenDate FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode ORDER BY T1.`Enrollment (K-12)` DESC LIMIT 1,"SELECT s.OpenDate
FROM schools s
JOIN frpm f ON s.CDSCode = f.CDSCode
ORDER BY f.`Enrollment (K-12)` DESC
LIMIT 1",5,5,5,
EA-047,M05,bird,bird_669,simple,codebase_community,When did 'chl' cast its first vote in a post?,DisplayName = 'chl'; cast its first vote refers to MIN(CreationDate);,SELECT T2.CreationDate FROM users AS T1 INNER JOIN votes AS T2 ON T1.Id = T2.UserId WHERE T1.DisplayName = 'chl' ORDER BY T2.CreationDate LIMIT 1,"SELECT MIN(v.CreationDate) AS FirstVoteDate
FROM users u
JOIN votes v ON u.Id = v.UserId
WHERE u.DisplayName = 'chl'",5,5,5,
EA-048,M05,bird,bird_997,simple,formula_1,Which citizenship do the vast majority of the drivers hold?,Citizenship of majority of drivers = MAX(nationality); citizenship and nationality are synonyms,SELECT nationality FROM drivers GROUP BY nationality ORDER BY COUNT(driverId) DESC LIMIT 1,"SELECT nationality 
FROM drivers 
GROUP BY nationality 
ORDER BY COUNT(*) DESC 
LIMIT 1",5,5,5,
EA-049,M05,bird,bird_1422,simple,student_club,State the category of events were held at MU 215.,'MU 215' is the location of event;,SELECT DISTINCT T2.category FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event WHERE T1.location = 'MU 215',"SELECT DISTINCT b.category 
FROM budget AS b 
INNER JOIN event AS e ON b.link_to_event = e.event_id 
WHERE e.location = 'MU 215'",5,5,5,
EA-050,M05,bird,bird_526,simple,card_games,"Among the card designed by Matthew D. Wilson, how many are available only in the paper?",card designed by Matthew D. Wilson refers to artist = 'Matthew D. Wilson'; available only in the paper refers to availability = 'paper',SELECT COUNT(id) FROM cards WHERE artist = 'Matthew D. Wilson' AND availability = 'paper',"SELECT COUNT(*) 
FROM cards 
WHERE artist = 'Matthew D. Wilson' AND availability = 'paper'",5,5,5,
EA-051,M01,spider,spider_711,,world_1,What region is Kabul in?,,"SELECT Region FROM country AS T1 JOIN city AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Name  =  ""Kabul""",SELECT c.Region FROM city ci JOIN country c ON ci.CountryCode = c.Code WHERE ci.Name = 'Kabul',5,5,5,
EA-052,M01,spider,spider_669,,poker_player,What is the average earnings of poker players with height higher than 200?,,SELECT avg(T2.Earnings) FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Height  >  200,SELECT AVG(poker_player.Earnings) FROM poker_player INNER JOIN people ON poker_player.People_ID = people.People_ID WHERE people.Height > 200,5,5,5,
EA-053,M01,spider,spider_588,,tvshow,What are the names of all cartoons directed by Ben Jones?,,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";",SELECT Title FROM Cartoon WHERE Directed_by = 'Ben Jones',5,5,5,
EA-054,M01,spider,spider_978,,dog_kennels,How many dogs have not gone through any treatment?,,SELECT count(*) FROM Dogs WHERE dog_id NOT IN ( SELECT dog_id FROM Treatments ),SELECT COUNT(*) FROM Dogs WHERE dog_id NOT IN (SELECT DISTINCT dog_id FROM Treatments),5,5,5,
EA-055,M01,spider,spider_345,,cre_Doc_Template_Mgt,Show all template type codes that are not used by any document.,,SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id,SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Code NOT IN (SELECT DISTINCT Template_Type_Code FROM Templates WHERE Template_ID IN (SELECT DISTINCT Template_ID FROM Documents WHERE Template_ID IS NOT NULL)),3,3,3,использует Ref_Template_Types и вложенные NOT IN; семантика шире вопроса
EA-056,M01,spider,spider_837,,orchestra,"What are the names of conductors, sorted descending by the number of years they have worked?",,SELECT Name FROM conductor ORDER BY Year_of_Work DESC,SELECT Name FROM conductor ORDER BY Year_of_Work DESC,5,5,5,
EA-057,M01,spider,spider_447,,wta_1,List the names of all winners who played in both 2013 and 2016.,,SELECT winner_name FROM matches WHERE YEAR  =  2013 INTERSECT SELECT winner_name FROM matches WHERE YEAR  =  2016,SELECT DISTINCT winner_name FROM matches WHERE year = 2013 INTERSECT SELECT DISTINCT winner_name FROM matches WHERE year = 2016,5,5,5,
EA-058,M01,spider,spider_383,,course_teach,List the names of teachers in ascending order of age.,,SELECT Name FROM teacher ORDER BY Age ASC,SELECT Name FROM teacher ORDER BY Age ASC,5,5,5,
EA-059,M01,spider,spider_33,,concert_singer,Show the name and theme for all concerts and the number of singers in each concert.,,"SELECT T2.concert_name ,  T2.theme ,  count(*) FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_id  =  T2.concert_id GROUP BY T2.concert_id","SELECT c.concert_Name, c.Theme, COUNT(sic.Singer_ID) AS number_of_singers FROM concert c LEFT JOIN singer_in_concert sic ON c.concert_ID = sic.concert_ID GROUP BY c.concert_ID, c.concert_Name, c.Theme",5,4,5,"LEFT JOIN включает концерты без певцов; семантически допустимо, но отличается от эталонной области"
EA-060,M01,spider,spider_497,,battle_death,What are the name and results of the battles when the bulgarian commander is not 'Boril',,"SELECT name ,  RESULT FROM battle WHERE bulgarian_commander != 'Boril'","SELECT name, result FROM battle WHERE bulgarian_commander != 'Boril'",5,5,5,
EA-061,M02,spider,spider_532,,student_transcripts_tracking,What is the department description for the one whose name has the word computer?,,SELECT department_description FROM Departments WHERE department_name LIKE '%computer%',SELECT department_description FROM Departments WHERE department_name LIKE '%computer%' COLLATE NOCASE LIMIT 1,3,4,4,LIMIT 1 теряет возможные несколько department_description
EA-062,M02,spider,spider_752,,world_1,What are the regions that use English or Dutch?,,"SELECT DISTINCT T1.Region FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" OR T2.Language  =  ""Dutch""","SELECT DISTINCT c.Region FROM country AS c JOIN countrylanguage AS cl ON cl.CountryCode = c.Code WHERE cl.Language IN ('English','Dutch') ORDER BY c.Region",5,4,4,лишняя сортировка
EA-063,M02,spider,spider_506,,battle_death,What are the notes of the death events which has substring 'East'?,,SELECT note FROM death WHERE note LIKE '%East%',SELECT note FROM death WHERE note LIKE '%East%',5,5,5,
EA-064,M02,spider,spider_12,,concert_singer,List all song names by singers above the average age.,,SELECT song_name FROM singer WHERE age  >  (SELECT avg(age) FROM singer),SELECT Song_Name FROM singer WHERE Age > (SELECT AVG(Age) FROM singer),5,5,5,
EA-065,M02,spider,spider_425,,museum_visit,What is the total ticket expense of the visitors whose membership level is 1?,,SELECT sum(t2.Total_spent) FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id WHERE t1.Level_of_membership  =  1,SELECT SUM(v.Total_spent) AS total_ticket_expense FROM visit v JOIN visitor vis ON v.visitor_ID = vis.ID WHERE vis.Level_of_membership = 1,5,5,5,
EA-066,M02,spider,spider_1013,,singer,"For each citizenship, how many singers are from that country?",,"SELECT Citizenship ,  COUNT(*) FROM singer GROUP BY Citizenship","SELECT Citizenship, COUNT(*) AS singer_count FROM singer GROUP BY Citizenship",5,5,5,
EA-067,M02,spider,spider_314,,cre_Doc_Template_Mgt,What are the template ids of any templates used in more than a single document?,,SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1,SELECT Template_ID FROM Documents WHERE Template_ID IS NOT NULL GROUP BY Template_ID HAVING COUNT(DISTINCT Document_ID) > 1,5,5,5,
EA-068,M02,spider,spider_864,,network_1,Show the names and grades of each high schooler.,,"SELECT name ,  grade FROM Highschooler","SELECT name, grade FROM Highschooler",5,5,5,
EA-069,M02,spider,spider_668,,poker_player,Return the money rank of the poker player with the greatest height.,,SELECT T2.Money_Rank FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Height DESC LIMIT 1,SELECT pp.Money_Rank FROM poker_player AS pp JOIN people AS p ON pp.People_ID = p.People_ID ORDER BY p.Height DESC LIMIT 1,5,5,5,
EA-070,M02,spider,spider_483,,wta_1,Find the name and rank of the 3 youngest winners across all matches.,,"SELECT DISTINCT winner_name ,  winner_rank FROM matches ORDER BY winner_age LIMIT 3","SELECT winner_name, winner_rank FROM matches WHERE winner_age IS NOT NULL ORDER BY winner_age ASC, tourney_date ASC, match_num ASC LIMIT 3",4,4,4,нет DISTINCT; возможны дубликаты победителей
EA-071,M03,spider,spider_290,,employee_hire_evaluation,Find the total amount of bonus given in all the evaluations.,,SELECT sum(bonus) FROM evaluation,SELECT SUM(e.Bonus) AS total_bonus FROM evaluation e,5,5,5,
EA-072,M03,spider,spider_299,,cre_Doc_Template_Mgt,"List document IDs, document names, and document descriptions for all documents.",,"SELECT document_id ,  document_name ,  document_description FROM Documents","SELECT d.Document_ID, d.Document_Name, d.Document_Description FROM Documents d",5,5,5,
EA-073,M03,spider,spider_222,,flight_2,Which city has the most frequent destination airport?,,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,"SELECT a.City, COUNT(f.DestAirport) AS frequency FROM airports a JOIN flights f ON a.AirportCode = f.DestAirport GROUP BY a.City ORDER BY frequency DESC LIMIT 1",4,5,5,возвращает лишний столбец frequency помимо города
EA-074,M03,spider,spider_136,,car_1,What is the average horsepower for all cars produced before 1980 ?,,select avg(horsepower) from cars_data where year  <  1980;,SELECT AVG(cast(horsepower AS INTEGER)) FROM cars_data WHERE year < 1980,4,4,4,"CAST horsepower к INTEGER может исказить данные, если поле уже числовое/есть нестандартные значения"
EA-075,M03,spider,spider_692,,voter_1,What are the names of the contestants whose names are not 'Jessie Alloway',,SELECT contestant_name FROM contestants WHERE contestant_name != 'Jessie Alloway',SELECT c.contestant_name FROM CONTESTANTS c WHERE c.contestant_name != 'Jessie Alloway' ORDER BY c.contestant_name NULLS LAST,5,4,4,лишняя сортировка
EA-076,M03,spider,spider_893,,network_1,Count the number of friends Kyle has.,,"SELECT count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",SELECT COUNT(*) AS friend_count FROM Friend f WHERE f.student_id = (SELECT ID FROM Highschooler WHERE name = 'Kyle'),4,4,4,подзапрос предполагает единственного Kyle
EA-077,M03,spider,spider_770,,world_1,What is the total number of unique official languages spoken in the countries that are founded before 1930?,,"SELECT count(DISTINCT T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE  IndepYear  <  1930 AND T2.IsOfficial  =  ""T""",SELECT COUNT(DISTINCT cl.Language) FROM country c JOIN countrylanguage cl ON c.Code = cl.CountryCode WHERE c.IndepYear < 1930 AND cl.IsOfficial = 'T',5,5,5,
EA-078,M03,spider,spider_1006,,singer,"List the name of singers whose citizenship is not ""France"".",,"SELECT Name FROM singer WHERE Citizenship != ""France""",SELECT s.Name FROM singer s WHERE s.Citizenship != 'France' ORDER BY s.Name NULLS LAST,5,4,4,лишняя сортировка
EA-079,M03,spider,spider_674,,poker_player,How many people are there of each nationality?,,"SELECT Nationality ,  COUNT(*) FROM people GROUP BY Nationality","SELECT p.Nationality, COUNT(*) AS count FROM people p GROUP BY p.Nationality ORDER BY count DESC NULLS LAST",5,4,4,лишняя сортировка
EA-080,M03,spider,spider_29,,concert_singer,What are the names of the stadiums without any concerts?,,SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert),SELECT s.Name FROM stadium s WHERE NOT EXISTS (SELECT 1 FROM concert c WHERE c.Stadium_ID = CAST(s.Stadium_ID AS text)),5,4,4,CAST в условии JOIN выглядит хрупко и может мешать индексу
EA-081,M04,spider,spider_403,,course_teach,Show the name of the teacher for the math course.,,"SELECT T3.Name FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID WHERE T2.Course  =  ""Math""",SELECT t.Name FROM teacher t JOIN course_arrange ca ON t.Teacher_ID = ca.Teacher_ID WHERE ca.Course_ID IN (SELECT Course_ID FROM course WHERE Course = 'Math'),5,4,4,"IN-подзапрос менее прямой, чем обычный JOIN"
EA-082,M04,spider,spider_319,,cre_Doc_Template_Mgt,"Show template ids, version numbers, and template type codes for all templates.",,"SELECT template_id ,  version_number ,  template_type_code FROM Templates","SELECT Templates.Template_ID, Templates.Version_Number, Ref_Template_Types.Template_Type_Code FROM Templates INNER JOIN Ref_Template_Types ON Templates.Template_Type_Code = Ref_Template_Types.Template_Type_Code",5,4,4,лишний JOIN к Ref_Template_Types
EA-083,M04,spider,spider_703,,world_1,Give the names of the nations that were founded after 1950.,,SELECT Name FROM country WHERE IndepYear  >  1950,SELECT c.Name FROM country c WHERE c.IndepYear > 1950,5,5,5,
EA-084,M04,spider,spider_145,,car_1,how many cars were produced in 1980?,,SELECT count(*) FROM CARS_DATA WHERE YEAR  =  1980;,SELECT COUNT(*) FROM cars_data WHERE Year = 1980,5,5,5,
EA-085,M04,spider,spider_953,,dog_kennels,What are each owner's first name and their dogs's name?,,"SELECT T1.first_name ,  T2.name FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id","SELECT o.first_name, d.name FROM Owners o JOIN Dogs d ON o.owner_id = d.owner_id",5,5,5,
EA-086,M04,spider,spider_700,,voter_1,List the area codes in which voters voted both for the contestant 'Tabatha Gehling' and the contestant 'Kelly Clauss'.,,SELECT T3.area_code FROM contestants AS T1 JOIN votes AS T2 ON T1.contestant_number  =  T2.contestant_number JOIN area_code_state AS T3 ON T2.state  =  T3.state WHERE T1.contestant_name  =  'Tabatha Gehling' INTERSECT SELECT T3.area_code FROM contestants AS T1 JOIN votes AS T2 ON T1.contestant_number  =  T2.contestant_number JOIN area_code_state AS T3 ON T2.state  =  T3.state WHERE T1.contestant_name  =  'Kelly Clauss',"SELECT DISTINCT a.area_code FROM AREA_CODE_STATE a JOIN VOTES v ON a.state = v.state JOIN CONTESTANTS c ON v.contestant_number = c.contestant_number WHERE c.contestant_name IN ('Tabatha Gehling', 'Kelly Clauss') GROUP BY a.area_code HAVING COUNT(DISTINCT c.contestant_name) = 2",5,5,5,
EA-087,M04,spider,spider_659,,poker_player,What are the names of poker players?,,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID,SELECT p.Name FROM poker_player pp JOIN people p ON pp.People_ID = p.People_ID,5,5,5,
EA-088,M04,spider,spider_623,,tvshow,"What is the TV Channel of TV series with Episode ""A Love of a Lifetime""? List the TV Channel's series name.",,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = ""A Love of a Lifetime"";",SELECT TV_Channel.series_name FROM TV_Series JOIN TV_Channel ON TV_Series.Channel = TV_Channel.id WHERE Episode = 'A Love of a Lifetime',5,5,5,
EA-089,M04,spider,spider_1003,,singer,What are the names of singers ordered by ascending net worth?,,SELECT Name FROM singer ORDER BY Net_Worth_Millions ASC,SELECT s.Name FROM singer s ORDER BY s.Net_Worth_Millions ASC,5,5,5,
EA-090,M04,spider,spider_187,,flight_2,How many airlines do we have?,,SELECT count(*) FROM AIRLINES,SELECT COUNT(*) FROM airlines,5,5,5,
EA-091,M05,spider,spider_185,,flight_2,List the airport code and name in the city of Anthony.,,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""","SELECT AirportCode, AirportName 
FROM airports 
WHERE City = 'Anthony'",5,5,5,
EA-092,M05,spider,spider_373,,cre_Doc_Template_Mgt,What is the document id and name with greatest number of paragraphs?,,"SELECT T1.document_id ,  T2.document_name FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id ORDER BY count(*) DESC LIMIT 1","SELECT d.Document_ID, d.Document_Name 
FROM Documents d 
JOIN Paragraphs p ON d.Document_ID = p.Document_ID 
GROUP BY d.Document_ID, d.Document_Name 
ORDER BY COUNT(p.Paragraph_ID) DESC 
LIMIT 1",5,5,5,
EA-093,M05,spider,spider_393,,course_teach,Show different hometown of teachers and the number of teachers from each hometown.,,"SELECT Hometown ,  COUNT(*) FROM teacher GROUP BY Hometown","SELECT Hometown, COUNT(*) AS Number_of_Teachers 
FROM teacher 
GROUP BY Hometown",5,5,5,
EA-094,M05,spider,spider_153,,car_1,In which years cars were produced weighing no less than 3000 and no more than 4000 ?,,select distinct year from cars_data where weight between 3000 and 4000;,"SELECT DISTINCT Year
FROM cars_data
WHERE Weight BETWEEN 3000 AND 4000",5,5,5,
EA-095,M05,spider,spider_729,,world_1,What is the total population of Gelderland district?,,"SELECT sum(Population) FROM city WHERE District  =  ""Gelderland""","SELECT SUM(Population) AS TotalPopulation
FROM city
WHERE District = 'Gelderland'",5,5,5,
EA-096,M05,spider,spider_284,,employee_hire_evaluation,Which shop has the most employees? Give me the shop name.,,SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1,"SELECT s.Name 
FROM hiring AS h 
INNER JOIN shop AS s ON h.Shop_ID = s.Shop_ID 
GROUP BY s.Name 
ORDER BY COUNT(h.Employee_ID) DESC 
LIMIT 1",4,5,4,GROUP BY по имени может слить разные магазины с одинаковым названием
EA-097,M05,spider,spider_501,,battle_death,What are the distinct battle names which are between bulgarian commander 'Kaloyan' and latin commander 'Baldwin I'?,,SELECT name FROM battle WHERE bulgarian_commander  =  'Kaloyan' AND latin_commander  =  'Baldwin I',"SELECT DISTINCT name 
FROM battle 
WHERE bulgarian_commander = 'Kaloyan' AND latin_commander = 'Baldwin I'",5,5,5,
EA-098,M05,spider,spider_863,,network_1,Count the number of high schoolers.,,SELECT count(*) FROM Highschooler,SELECT COUNT(*) FROM Highschooler,5,5,5,
EA-099,M05,spider,spider_22,,concert_singer,Show the stadium name and the number of concerts in each stadium.,,"SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id","SELECT T1.Name AS Stadium_Name, COUNT(T2.concert_ID) AS Number_of_Concerts
FROM stadium AS T1
INNER JOIN concert AS T2 ON T1.Stadium_ID = T2.Stadium_ID
GROUP BY T1.Name",4,5,4,GROUP BY по имени может слить разные стадионы с одинаковым названием
EA-100,M05,spider,spider_619,,tvshow,"What is the air date of TV series with Episode ""A Love of a Lifetime""?",,"SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";","SELECT Air_Date 
FROM TV_series 
WHERE Episode = 'A Love of a Lifetime'",5,5,5,
